portfolio_id,return
PF00001001,0.0252917310361823
PF00001004,0.0252917310361823
PF00001009,0.0252917310361823
PF00001013,0.0252917310361823
PF00001014,0.0252917310361823
PF00001015,0.0252917310361823
PF00001017,0.0252917310361823
PF00001023,0.0252917310361823
PF00001024,0.0252917310361823
PF00001025,0.05647356862745099
PF00001028,0.0252917310361823
PF00001032,0.0252917310361823
PF00001036,0.0252917310361823
PF00001041,0.0252917310361823
PF00001045,0.0252917310361823
PF00001047,0.0252917310361823
PF00001049,0.0252917310361823
PF00001053,0.05707990196078431
PF00001060,0.0252917310361823
PF00001067,0.0252917310361823
PF00001068,0.0252917310361823
PF00001069,0.0252917310361823
PF00001077,0.0252917310361823
PF00001078,0.0252917310361823
PF00001085,0.0252917310361823
PF00001086,0.05707990196078431
PF00001087,0.0252917310361823
PF00001088,0.0252917310361823
PF00001092,0.0252917310361823
PF00001095,0.0252917310361823
PF00001099,0.0252917310361823
PF00001100,0.0252917310361823
PF00001104,0.0252917310361823
PF00001105,0.026614179429590025
PF00001107,0.026614179429590025
PF00001108,0.05729086666666666
PF00001112,0.026614179429590025
PF00001119,0.026614179429590025
PF00001123,0.026614179429590025
PF00001126,0.026614179429590025
PF00001132,0.0252917310361823
PF00001135,0.0252917310361823
PF00001145,0.025036023917992267
PF00001148,0.0252917310361823
PF00001153,0.0252917310361823
PF00001155,0.05738890196078431
PF00001161,0.0252917310361823
PF00001164,0.0252917310361823
PF00001165,0.0252917310361823
PF00001171,0.057998362566844916
PF00001178,0.0252917310361823
PF00001179,0.030092
PF00001180,0.057998362566844916
PF00001194,0.0252917310361823
PF00001199,0.0252917310361823
PF00001198,0.02599016787201892
PF00001203,0.0252917310361823
PF00001204,0.0252917310361823
PF00001209,0.057998362566844916
PF00001210,0.0252917310361823
PF00001218,0.0252917310361823
PF00001220,0.0252917310361823
PF00001223,0.0252917310361823
PF00001225,0.0252917310361823
PF00001227,0.0252917310361823
PF00001230,0.057998362566844916
PF00001233,0.0252917310361823
PF00001236,0.0252917310361823
PF00001238,0.0252917310361823
PF00001239,0.05800432727272727
PF00001241,0.05800432727272727
PF00001243,0.0252917310361823
PF00001244,0.025036023917992267
PF00001245,0.05721286666666666
PF00001253,0.0252917310361823
PF00001255,0.0252917310361823
PF00001258,0.0252917310361823
PF00001260,0.0252917310361823
PF00001262,0.0252917310361823
PF00001264,0.0252917310361823
PF00001265,0.0252917310361823
PF00001270,0.0572959019607843
PF00001274,0.0252917310361823
PF00001277,0.0252917310361823
PF00001282,0.0252917310361823
PF00001283,0.0252917310361823
PF00001285,0.0252917310361823
PF00001288,0.0252917310361823
PF00001290,0.0252917310361823
PF00001294,0.0252917310361823
PF00001296,0.0252917310361823
PF00001303,0.0252917310361823
PF00001305,0.0252917310361823
PF00001306,0.0252917310361823
PF00001309,0.0252917310361823
PF00001310,0.0252917310361823
PF00001312,0.0252917310361823
PF00001313,0.053158000000000004
PF00001316,0.0252917310361823
PF00001319,0.0252917310361823
PF00001324,0.0252917310361823
PF00001325,0.0252917310361823
PF00001331,0.0252917310361823
PF00001333,0.05492626525592054
PF00001334,0.0252917310361823
PF00001335,0.0252917310361823
PF00001340,0.0252917310361823
PF00001345,0.0252917310361823
PF00001348,0.05598497304812834
PF00001352,0.0252917310361823
PF00001354,0.0252917310361823
PF00001355,0.05492626525592054
PF00001356,0.05492626525592054
PF00001368,0.02538137982900817
PF00001370,0.025693522425014315
PF00001372,0.02538137982900817
PF00001375,0.02538137982900817
PF00001382,0.02538137982900817
PF00001384,0.02538137982900817
PF00001388,0.02542441853868559
PF00001389,0.025491918538685588
PF00001391,0.02554947853868559
PF00001412,0.049353999999999995
PF00001419,0.04107895668449198
PF00001424,0.02934230943468296
PF00001427,0.02934230943468296
PF00001428,0.026962554682846564
PF00001430,0.02928856649350649
PF00001432,0.05079257142857143
PF00001433,0.02928856649350649
PF00001438,0.02928856649350649
PF00001440,0.055177908113063404
PF00001441,0.028524135724391626
PF00001446,0.028524135724391626
PF00001450,0.028524135724391626
PF00001453,0.048827999999999996
PF00001456,0.028524135724391626
PF00001458,0.028568903665568097
PF00001463,0.05492626525592054
PF00001464,0.030323508333333325
PF00001471,0.05492626525592054
PF00001473,0.039398306914867814
PF00001474,0.05483839001782531
PF00001480,0.02892311417050692
PF00001486,0.05492626525592054
PF00001493,0.055530727272727266
PF00001494,0.04105617834033613
PF00001497,0.0324603808366183
PF00001500,0.0316713433366183
PF00001503,0.05497757870129869
PF00001505,0.03159322559907834
PF00001508,0.03399360649451304
PF00001510,0.03399360649451304
PF00001511,0.0316713433366183
PF00001512,0.05513357870129869
PF00001515,0.0316713433366183
PF00001516,0.055384870129870124
PF00001519,0.052476323636363634
PF00001522,0.03247730447298194
PF00001529,0.032537304472981934
PF00001532,0.03168826697298194
PF00001535,0.03168826697298194
PF00001536,0.03168826697298194
PF00001537,0.03168826697298194
PF00001540,0.05535778476190476
PF00001541,0.03168826697298194
PF00001542,0.05535778476190476
PF00001547,0.03168826697298194
PF00001550,0.05279909333333334
PF00001553,0.032537304472981934
PF00001556,0.03168826697298194
PF00001561,0.05535778476190476
PF00001564,0.05535778476190476
PF00001565,0.03315478333333333
PF00001569,0.034901545699981176
PF00001572,0.051528833333333336
PF00001575,0.034901545699981176
